,location,total_sqft,bath,price,BHK,price_per_sqft_in_thousand
2645,thanisandra,1917.0,3.0,122.0,3,6.364110589462702
2646,kaggadasapura,1615.0,3.0,58.0,3,3.5913312693498454
2647,marathahalli,1071.0,2.0,52.25,2,4.878618113912232
2648,koramangala,1325.0,2.0,119.0,2,8.981132075471699
2650,5th phase jp nagar,1400.0,2.0,88.0,3,6.285714285714286
2651,tumkur road,1246.0,2.0,82.0,2,6.581059390048154
2652,sarjapur,1215.0,2.0,40.0,2,3.292181069958848
2653,munnekollal,1200.0,2.0,49.5,2,4.125
2654,other,450.0,3.0,53.0,4,11.777777777777779
2655,other,1200.0,2.0,60.0,2,5.0
2656,kaval byrasandra,945.0,2.0,50.0,2,5.291005291005291
2657,other,4460.0,5.0,650.0,4,14.573991031390134
2658,hormavu,1175.0,2.0,52.0,2,4.425531914893617
2659,whitefield,920.0,2.0,63.0,2,6.8478260869565215
2660,hosakerehalli,3024.0,5.0,350.0,4,11.574074074074074
2661,other,1600.0,2.0,110.0,2,6.875
2662,sanjay nagar,750.0,2.0,110.0,4,14.666666666666666
2663,other,2400.0,4.0,700.0,4,29.166666666666668
2664,other,955.0,1.0,34.01,2,3.561256544502618
2665,ardendale,1750.0,3.0,100.0,3,5.714285714285714
2666,uttarahalli,1425.0,2.0,64.0,3,4.491228070175438
2667,basavangudi,2150.0,3.0,265.0,3,12.325581395348838
2668,whitefield,1165.0,2.0,40.5,2,3.476394849785408
2669,kaggadasapura,1050.0,2.0,48.0,2,4.571428571428571
2670,other,1370.0,2.0,75.0,3,5.474452554744525
2671,electronic city,1374.0,2.0,72.0,3,5.240174672489083
2672,harlur,1754.0,3.0,124.0,3,7.069555302166477
2673,kothanur,1847.0,3.0,110.0,3,5.955603681645912
2674,ambedkar nagar,1850.0,4.0,139.0,3,7.513513513513513
2675,other,3297.0,3.0,135.0,3,4.094631483166515
2676,other,1187.0,2.0,45.0,2,3.7910699241786014
2677,bommasandra industrial area,1400.0,2.0,40.44,3,2.888571428571429
2678,other,600.0,2.0,30.0,3,5.0
2679,other,1350.0,2.0,180.0,2,13.333333333333334
2680,other,3000.0,2.0,120.0,3,4.0
2681,thanisandra,693.0,1.0,34.3,1,4.949494949494949
2682,other,1980.0,3.0,224.0,3,11.313131313131313
2683,kr puram,1021.0,2.0,48.0,2,4.701273261508325
2684,thigalarapalya,1165.0,2.0,95.0,2,8.15450643776824
2685,horamavu agara,1756.0,3.0,92.0,3,5.239179954441913
2686,other,1739.0,3.0,105.0,3,6.037952846463485
2687,varthur,1280.0,2.0,65.0,2,5.078125
2688,marathahalli,1215.0,2.0,58.86,2,4.844444444444444
2689,munnekollal,950.0,2.0,46.5,2,4.894736842105263
2690,kengeri,1082.0,2.0,49.0,3,4.5286506469500925
2691,7th phase jp nagar,1050.0,2.0,42.0,2,4.0
2692,devanahalli,1080.0,2.0,53.35,2,4.939814814814815
2693,other,1100.0,2.0,55.0,2,5.0
2694,ardendale,3200.0,4.0,205.0,4,6.40625
2695,sarjapur road,1311.0,2.0,78.0,2,5.949656750572083
2696,raja rajeshwari nagar,1608.0,3.0,67.98,3,4.227611940298507
2697,begur road,1160.0,2.0,36.0,2,3.103448275862069
2698,whitefield,1170.0,2.0,71.0,2,6.068376068376068
2699,kengeri,1155.0,2.0,40.6,2,3.515151515151515
2700,hebbal,1255.0,2.0,77.68,3,6.189641434262949
2701,rayasandra,1065.0,2.0,44.95,2,4.220657276995305
2702,other,674.0,1.0,21.0,1,3.115727002967359
2703,ambedkar nagar,1936.0,4.0,126.0,3,6.508264462809917
2704,other,2289.0,3.0,260.0,3,11.358671909130624
2705,other,1100.0,2.0,38.45,2,3.495454545454546
2706,ramagondanahalli,2257.0,4.0,157.0,3,6.956136464333186
2707,nagarbhavi,1055.0,2.0,55.0,2,5.213270142180095
2708,raja rajeshwari nagar,1530.0,3.0,51.87,3,3.3901960784313725
2709,other,1700.0,3.0,97.0,3,5.705882352941177
2710,raja rajeshwari nagar,1575.0,2.0,78.0,3,4.9523809523809526
2711,frazer town,3500.0,4.0,330.0,3,9.428571428571429
2712,other,1263.0,2.0,93.32,2,7.388756927949327
2713,kr puram,1559.0,3.0,69.315,3,4.446119307248236
2714,kengeri satellite town,1043.0,2.0,65.0,2,6.2320230105465
2715,hennur,1255.0,2.0,53.5,2,4.2629482071713145
2716,jp nagar,1352.5,2.0,93.865,2,6.94011090573013
2717,chandapura,590.0,1.0,13.57,1,2.3
2718,yelahanka,1550.0,3.0,120.0,3,7.741935483870968
2719,sarjapur road,1220.0,3.0,56.0,3,4.590163934426229
2720,other,1900.0,3.0,160.0,3,8.421052631578947
2721,other,1360.0,3.0,55.0,3,4.044117647058823
2722,other,1100.0,2.0,75.0,2,6.818181818181818
2723,8th phase jp nagar,1455.0,3.0,73.31,3,5.038487972508591
2724,kr puram,1035.0,2.0,40.5,2,3.9130434782608696
2725,harlur,1152.0,2.0,69.0,2,5.989583333333333
2726,bellandur,1299.0,2.0,82.0,2,6.312548113933795
2727,sarjapur road,1157.0,2.0,75.0,3,6.48228176318064
2728,rachenahalli,1050.0,2.0,52.5,2,5.0
2729,other,1050.0,2.0,40.0,2,3.8095238095238093
2730,vittasandra,1246.0,2.0,67.4,2,5.409309791332264
2731,other,1929.0,3.0,115.0,3,5.961638154484189
2732,hennur,1285.0,2.0,60.0,2,4.669260700389105
2733,margondanahalli,1200.0,2.0,65.0,3,5.416666666666667
2734,other,3161.0,4.0,214.0,4,6.77000949066751
2735,btm 2nd stage,1850.0,3.0,170.0,3,9.18918918918919
2736,other,1025.0,2.0,37.0,3,3.6097560975609757
2737,malleshwaram,1124.0,3.0,80.0,2,7.117437722419929
2738,balagere,1012.0,2.0,54.59,2,5.394268774703558
2739,other,4500.0,5.0,250.0,7,5.555555555555555
2740,8th phase jp nagar,871.0,2.0,55.0,2,6.314580941446613
2741,other,1020.0,2.0,40.0,2,3.9215686274509802
2742,rachenahalli,1550.0,3.0,73.5,3,4.741935483870968
2743,other,3515.0,3.0,420.0,3,11.948790896159316
2744,akshaya nagar,1410.0,2.0,80.0,3,5.673758865248227
2745,other,3500.0,5.0,150.0,4,4.285714285714286
2746,whitefield,1118.0,2.0,75.0,2,6.708407871198569
2747,thanisandra,1098.0,2.0,68.0,2,6.193078324225866
2748,kanakapura,1130.0,2.0,45.2,2,4.0
2749,sarjapur road,1145.0,2.0,75.0,2,6.550218340611353
2750,kadugodi,950.0,3.0,80.0,3,8.421052631578947
2751,other,1051.0,2.0,33.0,2,3.1398667935299716
2752,other,600.0,7.0,108.0,7,18.0
2753,marathahalli,1102.0,2.0,53.67,2,4.8702359346642465
2754,jalahalli,1478.0,2.0,125.0,2,8.457374830852503
2755,chandapura,645.0,1.0,16.45,1,2.550387596899225
2756,hebbal,823.0,2.0,50.63,2,6.151883353584447
2757,abbigere,880.0,2.0,35.0,2,3.977272727272727
2758,kr puram,600.0,5.0,75.0,4,12.5
2759,budigere,1991.0,4.0,100.0,3,5.022601707684581
2760,tc palaya,1100.0,3.0,50.0,3,4.545454545454546
2761,gubbalala,1745.0,3.0,115.0,3,6.590257879656161
2762,other,1226.0,3.0,135.0,2,11.01141924959217
2763,begur road,680.0,4.0,68.0,3,10.0
2764,other,1100.0,2.0,70.0,2,6.363636363636363
2765,other,1200.0,4.0,195.0,4,16.25
2766,5th phase jp nagar,1450.0,2.0,58.0,2,4.0
2767,singasandra,3366.0,4.0,120.0,4,3.5650623885918002
2768,sahakara nagar,1150.0,2.0,54.0,2,4.695652173913044
2769,kanakpura road,1843.0,3.0,95.84,3,5.200217037438958
2770,other,2200.0,4.0,195.0,4,8.863636363636363
2771,bommanahalli,1090.0,3.0,44.0,2,4.036697247706422
2772,kaggadasapura,1132.0,2.0,42.0,2,3.7102473498233217
2773,hulimavu,1375.0,2.0,80.0,2,5.818181818181818
2774,7th phase jp nagar,1500.0,5.0,220.0,4,14.666666666666666
2775,thanisandra,760.0,1.0,50.3,1,6.618421052631579
2776,kaggadasapura,1180.0,2.0,65.0,2,5.508474576271187
2777,jigani,918.0,2.0,45.0,2,4.901960784313726
2778,rachenahalli,600.0,5.0,50.0,5,8.333333333333334
2779,margondanahalli,1200.0,1.0,53.0,2,4.416666666666667
2780,hsr layout,1372.0,2.0,61.0,2,4.446064139941691
2781,other,2400.0,7.0,355.0,7,14.791666666666666
2782,ardendale,1728.0,3.0,95.0,3,5.497685185185185
2783,malleshwaram,2215.0,3.0,275.0,3,12.415349887133182
2784,btm 2nd stage,1200.0,2.0,80.0,2,6.666666666666667
2785,6th phase jp nagar,1280.0,2.0,56.0,2,4.375
2786,hulimavu,800.0,4.0,110.0,4,13.75
2787,other,1455.0,2.0,56.0,3,3.8487972508591066
2788,rachenahalli,440.0,1.0,28.0,1,6.363636363636363
2789,kanakpura road,1500.0,3.0,97.0,3,6.466666666666667
2790,whitefield,1800.0,3.0,110.0,3,6.111111111111111
2791,mysore road,1525.0,3.0,96.0,3,6.295081967213115
2792,rachenahalli,1204.0,2.0,38.5,2,3.197674418604651
2793,old madras road,1225.0,2.0,53.55,2,4.371428571428571
2794,other,800.0,6.0,98.0,6,12.25
2795,bannerghatta road,1650.0,3.0,122.0,3,7.393939393939394
2796,electronic city,880.0,2.0,18.0,3,2.0454545454545454
2797,other,4200.0,4.0,255.0,4,6.071428571428571
2798,other,1200.0,2.0,55.0,2,4.583333333333333
2799,sarjapur road,1152.0,4.0,230.0,4,19.96527777777778
2800,9th phase jp nagar,1005.0,2.0,42.0,2,4.17910447761194
2801,whitefield,1562.0,3.0,103.0,3,6.594110115236876
2802,devanahalli,5000.0,5.0,395.0,4,7.9
2803,babusapalaya,810.0,5.0,95.0,6,11.728395061728396
2804,ramamurthy nagar,1200.0,2.0,42.0,2,3.5
2805,kasavanhalli,1555.0,3.0,82.5,3,5.305466237942122
2806,kr puram,1550.0,2.0,71.0,2,4.580645161290323
2807,whitefield,1190.0,2.0,67.0,2,5.630252100840337
2808,chikkalasandra,1070.0,2.0,50.0,2,4.672897196261682
2809,sarjapur road,1800.0,2.0,28.785,2,1.5991666666666666
2810,other,1020.0,2.0,42.48,2,4.1647058823529415
2811,yelahanka,1610.0,3.0,115.0,3,7.142857142857143
2812,other,700.0,1.0,41.0,1,5.857142857142857
2813,other,1300.0,2.0,49.0,3,3.769230769230769
2814,hebbal,1420.0,2.0,123.0,2,8.661971830985916
2815,vidyaranyapura,1200.0,9.0,100.0,9,8.333333333333334
2816,hebbal,1069.0,3.0,65.4,3,6.117867165575305
2817,marathahalli,1900.0,3.0,123.0,3,6.473684210526316
2818,old airport road,1655.0,2.0,97.65,2,5.900302114803625
2819,uttarahalli,1155.0,2.0,40.42,2,3.4995670995670998
2820,sarjapur road,1300.0,2.0,70.0,3,5.384615384615385
2821,electronic city,1100.0,2.0,45.0,2,4.090909090909091
2822,doddathoguru,1030.0,2.0,42.0,2,4.077669902912621
2823,vittasandra,2105.0,2.0,70.2,2,3.334916864608076
2824,bhoganhalli,1700.0,3.0,126.0,3,7.411764705882353
2825,jakkur,1760.0,3.0,139.0,3,7.8977272727272725
2826,kadugodi,6200.0,9.0,200.0,9,3.225806451612903
2827,other,1400.0,2.0,67.0,2,4.785714285714286
2828,other,1200.0,2.0,53.0,2,4.416666666666667
2829,bannerghatta road,912.0,2.0,55.0,2,6.030701754385965
2830,whitefield,1102.0,2.0,48.0,2,4.3557168784029034
2831,other,1535.0,3.0,55.0,3,3.583061889250814
2832,haralur road,1243.0,2.0,46.0,2,3.7007240547063556
2833,jigani,918.0,2.0,63.2,2,6.8845315904139435
2834,begur road,1500.0,2.0,70.0,3,4.666666666666667
2835,other,3000.0,3.0,250.0,3,8.333333333333334
2836,kasavanhalli,1476.0,3.0,89.0,3,6.029810298102981
2837,mysore road,1200.0,2.0,65.0,2,5.416666666666667
2838,vijayanagar,606.0,1.0,34.78,1,5.739273927392739
2839,other,1100.0,2.0,61.0,2,5.545454545454546
2840,other,1295.0,2.0,59.5,3,4.594594594594595
2841,other,527.0,1.0,26.0,1,4.933586337760911
2842,other,1300.0,2.0,80.0,2,6.153846153846154
2843,bommanahalli,680.0,4.0,68.0,3,10.0
2844,other,1260.0,1.0,41.0,1,3.253968253968254
2845,koramangala,1140.0,2.0,75.2,2,6.5964912280701755
2846,other,1500.0,1.0,37.5,1,2.5
2847,whitefield,2321.0,4.0,128.0,3,5.514864282636794
2848,sarjapur road,1390.0,2.0,62.0,2,4.460431654676259
2849,sarjapur road,1725.0,3.0,90.0,3,5.217391304347826
2850,hebbal,3067.0,4.0,310.0,4,10.107597000326052
2851,hennur road,1186.0,2.0,63.0,3,5.311973018549747
2852,kanakpura road,1230.0,2.0,85.0,2,6.9105691056910565
2853,other,600.0,1.0,17.0,1,2.8333333333333335
2854,yeshwanthpur,1313.0,3.0,96.0,3,7.311500380807312
2855,tc palaya,900.0,2.0,55.0,2,6.111111111111111
2856,ambalipura,1250.0,2.0,66.25,2,5.3
2857,hbr layout,1200.0,6.0,280.0,9,23.333333333333332
2858,binny pete,660.0,1.0,54.0,1,8.181818181818182
2859,basavangudi,1036.0,2.0,105.0,2,10.135135135135135
2860,koramangala,2700.0,4.0,450.0,4,16.666666666666668
2861,old madras road,1100.0,2.0,70.0,2,6.363636363636363
2862,devanahalli,1950.0,2.0,46.8,2,2.4
2864,singasandra,525.0,5.0,56.0,4,10.666666666666666
2865,electronics city phase 1,1015.0,2.0,56.0,2,5.517241379310345
2866,gottigere,812.0,1.0,26.0,1,3.2019704433497536
2867,other,1360.0,2.0,65.0,3,4.779411764705882
2868,other,2167.0,3.0,170.0,3,7.844946931241347
2869,raja rajeshwari nagar,1200.0,2.0,35.0,2,2.9166666666666665
2870,other,1165.0,2.0,75.0,2,6.437768240343348
2871,btm 2nd stage,1274.0,2.0,70.0,2,5.4945054945054945
2872,raja rajeshwari nagar,1151.0,2.0,39.02,2,3.390095569070374
2873,vidyaranyapura,1060.0,6.0,110.0,6,10.377358490566039
2874,thubarahalli,1626.0,2.0,120.0,3,7.380073800738008
2875,other,1035.0,2.0,35.77,2,3.4560386473429956
2876,other,1272.0,4.0,75.0,3,5.89622641509434
2877,other,965.0,2.0,45.0,2,4.66321243523316
2878,other,1600.0,5.0,140.0,5,8.75
2879,kothannur,1070.0,2.0,42.79,2,3.999065420560748
2880,raja rajeshwari nagar,1570.0,2.0,65.0,3,4.140127388535032
2881,other,1276.0,2.0,38.0,2,2.9780564263322886
2882,other,780.0,2.0,25.0,2,3.2051282051282053
2883,other,1000.0,2.0,65.0,3,6.5
2884,9th phase jp nagar,1200.0,3.0,188.0,4,15.666666666666666
2885,other,7500.0,7.0,400.0,7,5.333333333333333
2886,5th phase jp nagar,1700.0,2.0,100.0,3,5.882352941176471
2887,haralur road,1850.0,3.0,110.0,3,5.945945945945946
2888,other,904.0,2.0,30.0,2,3.3185840707964602
2889,other,1121.0,2.0,43.72,2,3.9000892060660126
2890,7th phase jp nagar,1385.0,2.0,58.17,3,4.2
2891,sahakara nagar,1270.0,2.0,69.85,2,5.499999999999999
2892,kanakpura road,1450.0,3.0,56.0,3,3.8620689655172415
2893,other,2400.0,4.0,325.0,3,13.541666666666666
2894,mahadevpura,730.0,1.0,35.0,1,4.794520547945205
2895,raja rajeshwari nagar,1580.0,3.0,53.56,3,3.389873417721519
2896,thanisandra,1111.0,2.0,50.0,2,4.5004500450045
2897,kengeri,1125.0,2.0,88.0,4,7.822222222222222
2898,varthur,977.0,2.0,36.0,2,3.68474923234391
2899,other,674.0,1.0,19.9,2,2.952522255192878
2900,nagarbhavi,600.0,3.0,83.0,3,13.833333333333334
2901,sarjapur,2540.0,4.0,115.0,4,4.52755905511811
2902,jakkur,1290.0,2.0,100.0,2,7.751937984496124
2903,kumaraswami layout,600.0,3.0,98.0,3,16.333333333333332
2904,abbigere,795.0,2.0,32.54,2,4.09308176100629
2905,kanakpura road,700.0,1.0,35.0,2,5.0
2906,other,1463.0,1.0,142.0,2,9.706083390293916
2907,vijayanagar,1000.0,3.0,140.0,3,14.0
2908,other,1306.0,2.0,58.0,3,4.44104134762634
2909,other,2401.0,3.0,185.0,3,7.7051228654727195
2910,other,1670.0,3.0,135.0,4,8.083832335329342
2911,other,1875.0,2.0,235.0,3,12.533333333333333
2912,other,1200.0,3.0,90.0,3,7.5
2913,dodda nekkundi,1804.0,3.0,121.0,3,6.7073170731707314
2914,1st phase jp nagar,2065.0,4.0,210.0,3,10.169491525423728
2915,hoskote,1225.0,3.0,40.0,3,3.2653061224489797
2916,thanisandra,1185.5,2.0,58.68,2,4.949810206663855
2917,bellandur,900.0,2.0,56.0,2,6.222222222222222
2918,binny pete,1350.0,2.0,91.0,2,6.7407407407407405
2919,other,700.0,1.0,36.0,1,5.142857142857143
2920,mysore road,1005.0,2.0,35.175,2,3.4999999999999996
2921,poorna pragna layout,1160.0,2.0,46.39,2,3.9991379310344826
2922,hennur road,1680.0,3.0,99.27,3,5.9089285714285715
2923,other,1043.0,2.0,55.0,2,5.273250239693192
2924,hoskote,1200.0,4.0,120.0,4,10.0
2925,hebbal,1040.0,2.0,46.0,2,4.423076923076923
2926,other,1357.0,2.0,65.0,3,4.789977892409727
2927,other,1600.0,7.0,104.0,7,6.5
2928,other,1225.0,2.0,47.0,2,3.836734693877551
2929,other,1500.0,6.0,80.0,9,5.333333333333333
2930,yelachenahalli,1130.0,2.0,40.0,2,3.5398230088495577
2931,basavangudi,2500.0,4.0,150.0,4,6.0
2932,other,1700.0,3.0,120.0,3,7.0588235294117645
2933,doddathoguru,1549.0,3.0,65.0,3,4.196255648805681
2934,yeshwanthpur,1400.0,2.0,100.0,2,7.142857142857143
2935,dodda nekkundi,1080.0,2.0,50.0,2,4.62962962962963
2936,ulsoor,1180.0,2.0,100.0,2,8.474576271186441
2937,other,780.0,7.0,150.0,7,19.23076923076923
2938,domlur,1800.0,3.0,150.0,3,8.333333333333334
2939,haralur road,1225.0,2.0,67.38,2,5.500408163265306
2940,other,890.0,1.0,75.0,1,8.426966292134832
2941,abbigere,1005.0,2.0,39.59,2,3.939303482587065
2942,whitefield,1320.0,2.0,95.0,2,7.196969696969697
2943,anandapura,1475.0,2.0,50.0,4,3.389830508474576
2944,kudlu gate,1707.0,2.0,99.745,3,5.843292325717633
2945,other,1110.0,2.0,51.0,2,4.594594594594595
2946,other,1300.0,2.0,54.0,2,4.153846153846154
2947,other,600.0,3.0,86.0,5,14.333333333333334
2948,electronic city,1128.0,2.0,65.35,2,5.793439716312056
2949,jakkur,1452.19,2.0,100.0,2,6.886151261198603
2950,other,2400.0,3.0,290.0,3,12.083333333333334
2951,banashankari,2600.0,4.0,135.0,3,5.1923076923076925
2952,other,2500.0,4.0,325.0,3,13.0
2953,sanjay nagar,630.0,1.0,35.0,2,5.555555555555555
2954,hosa road,1243.0,2.0,48.5,2,3.901850362027353
2955,other,960.0,2.0,32.0,2,3.3333333333333335
2956,other,1690.0,3.0,100.0,3,5.9171597633136095
2957,whitefield,735.0,2.0,35.0,2,4.761904761904762
2958,other,1365.0,2.0,73.0,2,5.347985347985348
2959,rajaji nagar,2849.0,5.0,300.0,5,10.53001053001053
2960,hebbal,1420.0,2.0,99.39,2,6.999295774647887
2961,somasundara palya,1570.0,3.0,68.0,3,4.3312101910828025
2962,bisuvanahalli,850.0,1.0,32.0,2,3.764705882352941
2963,7th phase jp nagar,1575.0,2.0,110.0,3,6.984126984126984
2964,thigalarapalya,1418.0,2.0,104.0,2,7.3342736248236955
2965,uttarahalli,1050.0,2.0,42.0,2,4.0
2966,hennur road,1065.0,2.0,42.6,2,4.0
2967,ulsoor,1340.0,3.0,90.0,3,6.7164179104477615
2968,yelahanka new town,1610.0,3.0,92.0,3,5.714285714285714
2969,electronic city phase ii,1160.0,2.0,33.5,2,2.8879310344827585
2970,kudlu,1092.0,2.0,44.0,2,4.029304029304029
2971,other,1194.0,2.0,47.0,2,3.936348408710218
2972,yelahanka,1455.0,3.0,61.5,3,4.22680412371134
2973,abbigere,734.0,1.0,19.82,1,2.7002724795640325
2974,other,799.0,2.0,38.0,2,4.755944931163955
2975,whitefield,1896.0,3.0,75.0,3,3.9556962025316458
2976,ardendale,1100.0,2.0,48.0,2,4.363636363636363
2977,bellandur,1350.0,2.0,79.0,2,5.851851851851852
2978,other,1355.0,3.0,61.0,3,4.501845018450185
2979,electronic city,1128.0,2.0,65.0,2,5.76241134751773
2980,other,1350.0,2.0,90.0,2,6.666666666666667
2981,other,3875.0,3.0,864.0,3,22.296774193548387
2982,kasavanhalli,1493.0,3.0,82.0,3,5.492297387809779
2983,8th phase jp nagar,1098.0,2.0,43.91,2,3.9990892531876137
2984,banashankari,1900.0,2.0,170.0,3,8.947368421052632
2985,other,1460.0,3.0,88.0,3,6.027397260273973
2986,frazer town,2350.0,4.0,285.0,3,12.127659574468085
2987,horamavu banaswadi,1600.0,5.0,140.0,5,8.75
2988,varthur,1091.0,2.0,32.0,2,2.933088909257562
2989,yelahanka,1180.0,2.0,42.0,2,3.559322033898305
2990,kanakpura road,1366.0,3.0,76.85,2,5.625915080527085
2991,other,1685.0,3.0,95.0,3,5.637982195845697
2992,koramangala,1260.0,2.0,100.0,2,7.936507936507937
2993,whitefield,3010.0,3.0,200.0,3,6.644518272425249
2994,ramamurthy nagar,1330.0,4.0,140.0,3,10.526315789473685
2995,other,1200.0,2.0,130.0,2,10.833333333333334
2996,whitefield,1346.0,2.0,96.17,2,7.144873699851412
2997,chandapura,630.0,1.0,13.86,1,2.2
2998,sarjapur road,1476.0,2.0,98.94,3,6.703252032520325
2999,7th phase jp nagar,1850.0,3.0,140.0,3,7.5675675675675675
3000,frazer town,2350.0,2.0,423.0,5,18.0
3001,electronic city,755.0,1.0,34.0,2,4.503311258278146
3002,other,800.0,5.0,98.0,5,12.25
3003,other,1194.0,2.0,46.0,2,3.852596314907873
3004,whitefield,3850.0,5.0,316.0,3,8.207792207792208
3005,hebbal,4235.0,4.0,365.0,4,8.618654073199528
3006,other,800.0,1.0,52.0,1,6.5
3007,rachenahalli,2250.0,3.0,195.0,3,8.666666666666666
3008,vijayanagar,1352.0,2.0,68.0,2,5.029585798816568
3009,thanisandra,2002.0,3.0,112.0,3,5.594405594405594
3010,other,4000.0,5.0,280.0,4,7.0
3011,kaval byrasandra,1060.0,2.0,45.0,2,4.245283018867925
3012,kanakpura road,1419.59,2.0,59.0,3,4.156129586711656
3013,raja rajeshwari nagar,1196.0,2.0,51.15,2,4.276755852842809
3014,electronic city,1220.0,2.0,35.24,3,2.8885245901639345
3015,electronics city phase 1,1595.0,3.0,75.0,3,4.702194357366771
3016,banashankari,1260.0,2.0,75.0,2,5.9523809523809526
3017,hebbal,1100.0,2.0,47.0,2,4.2727272727272725
3018,frazer town,1550.0,2.0,140.0,2,9.03225806451613
3019,other,1180.0,2.0,52.0,2,4.406779661016949
3020,electronic city,4000.0,5.0,150.0,4,3.75
3021,akshaya nagar,1662.0,3.0,85.0,3,5.114320096269555
3022,hennur,1285.0,2.0,60.0,2,4.669260700389105
3023,akshaya nagar,1080.0,4.0,75.0,4,6.944444444444445
3024,ambedkar nagar,1862.0,3.0,119.0,3,6.390977443609023
3025,raja rajeshwari nagar,1419.0,2.0,48.0,2,3.382663847780127
3026,whitefield,1410.0,3.0,43.71,3,3.1
3027,raja rajeshwari nagar,1560.0,2.0,62.4,3,4.0
3028,other,1100.0,4.0,150.0,5,13.636363636363637
3029,thanisandra,1634.0,3.0,78.0,3,4.773561811505508
3030,ambedkar nagar,5530.0,5.0,627.0,5,11.338155515370705
3031,whitefield,1150.0,2.0,44.0,3,3.8260869565217392
3032,other,1100.0,2.0,53.0,2,4.818181818181818
3033,yelahanka,1616.0,3.0,65.0,3,4.022277227722772
3034,other,1392.0,2.0,99.0,2,7.112068965517241
3035,jakkur,1798.0,3.0,120.0,3,6.674082313681868
3036,babusapalaya,1675.0,3.0,75.0,3,4.477611940298507
3037,other,792.0,2.0,70.0,2,8.83838383838384
3038,other,2000.0,4.0,103.0,5,5.15
3039,other,600.0,7.0,89.0,7,14.833333333333334
3040,hebbal,1700.0,3.0,124.0,3,7.294117647058823
3041,hulimavu,1248.0,2.0,69.0,2,5.528846153846154
3042,other,1147.0,2.0,54.0,2,4.707933740191804
3043,other,1100.0,2.0,40.0,2,3.6363636363636362
3044,vijayanagar,1527.0,3.0,115.0,3,7.531106745252129
3045,other,2400.0,5.0,235.0,5,9.791666666666666
3046,kanakpura road,525.0,1.0,25.0,1,4.761904761904762
3047,kaggadasapura,1100.0,2.0,58.0,2,5.2727272727272725
3048,seegehalli,1118.0,2.0,37.5,2,3.3542039355992843
3049,kanakapura,1476.0,3.0,75.0,3,5.08130081300813
3050,other,2100.0,3.0,75.0,3,3.5714285714285716
3051,other,1215.0,2.0,46.5,3,3.8271604938271606
3052,ambalipura,1332.0,2.0,79.0,2,5.930930930930931
3053,hennur road,1350.0,2.0,49.0,2,3.6296296296296298
3054,kothannur,600.0,4.0,81.0,4,13.5
3055,haralur road,1243.0,2.0,46.0,2,3.7007240547063556
3056,other,1105.0,2.0,49.73,2,4.500452488687783
3057,padmanabhanagar,1500.0,2.0,200.0,3,13.333333333333334
3058,kasavanhalli,1200.0,2.0,50.0,2,4.166666666666667
3059,ramagondanahalli,1251.0,2.0,47.4,2,3.788968824940048
3060,kambipura,883.0,2.0,45.0,2,5.096262740656852
3061,other,1400.0,2.0,67.0,3,4.785714285714286
3062,rajaji nagar,1800.0,3.0,260.0,3,14.444444444444445
3063,hegde nagar,1703.0,3.0,113.0,3,6.635349383440986
3064,other,2500.0,5.0,130.0,5,5.2
3065,varthur,1250.0,3.0,71.0,3,5.68
3066,jigani,933.0,2.0,43.0,2,4.608788853161844
3067,other,461.82,1.0,31.7,1,6.864146204148803
3068,brookefield,1262.0,2.0,75.0,2,5.942947702060222
3069,yelahanka,915.0,2.0,48.0,2,5.245901639344262
3070,panathur,1370.0,2.0,61.5,3,4.489051094890511
3071,other,1210.0,2.0,55.0,2,4.545454545454546
3072,other,2392.0,4.0,260.0,3,10.869565217391305
3073,other,1500.0,2.0,85.0,3,5.666666666666667
3074,other,1065.0,2.0,50.0,2,4.694835680751174
3075,rajaji nagar,3100.0,4.0,570.0,4,18.387096774193548
3076,ramamurthy nagar,1515.0,3.0,65.0,3,4.29042904290429
3077,other,1800.0,4.0,110.0,4,6.111111111111111
3078,thanisandra,1445.0,2.0,40.31,3,2.7896193771626296
3079,uttarahalli,1300.0,2.0,55.0,3,4.230769230769231
3080,vijayanagar,989.0,2.0,60.0,2,6.066734074823054
3081,jakkur,1300.0,2.0,85.0,2,6.538461538461538
